Tahun Anggaran;Satuan Kerja;ID RUP;ID Tender;Nama Paket;Pemenang;Pagu;HPS;Harga Penawaran;Akun;Jenis Belanja;Jenis Pengadaan;1234;Metode Pengadaan;%Efisiensi;Lokasi_Prov;Klasifikasi BJ;Tanggal Pengumuman;Tanggal Akhir Masa Sanggah;Lama Tender (Hari Kerja)
2022;KANTOR PUSAT PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN;33795678;36049011;Paket Jasa Pemeliharaan Server Dell PPDDP TA 2022;PT SOLUSI TRANSFORMA TEKNOLOGI;1652000;1622951;1621901;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;04/03/2022;21/03/2022;12
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA DUMAI;33965687;36047011;Rehab Pagar Rumah Dinas KPPN Dumai TA 2022;CV. JERIS PUTRA RIAU;380720;380220;328648;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,14;Riau;Pekerjaan Konstruksi;09/03/2022;29/03/2022;15
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA RUTENG;33988000;36044011;Pekerjaan Jasa RekonstrukI Gedung KPPN Ruteng;D'LIMA ENGINEERING, CV;5658437;5658191;4526553;533111;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Nusa Tenggara Timur;Pekerjaan Konstruksi;27/02/2022;04/04/2022;24
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;33795677;36039011;PENGADAAN MATERIAL JARINGAN DALAM RANGKA PEMELIHARAAN PERANGKAT PENDUKUNG SPAN, SAKTI DAN MPN PADA DIREKTORAT JENDERAL PERBENDAHARAAN TA.2022;PT THEOS SUMBER BERKAT;1824000;1823272;1472977;523121;Barang;Pengadaan Barang;1;Tender;0,19;DKI Jakarta;Pemeliharaan Peralatan/Mesin;22/02/2022;16/03/2022;15
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA SUKABUMI;30998955;36033011;Renovasi gedung Kantor;DORESTI SEPALAN HIDUP;334728;334464;267571;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Jawa Barat;Pekerjaan Konstruksi;30/03/2022;18/04/2022;13
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;33425444;36026011;Perpanjangan Lisensi Software Performance Testing Tahun Anggaran 2022;PT. Quadrant Solutions;1699717;1519621;1505900;523199;Barang;Pengadaan Barang;1;Tender;0,01;DKI Jakarta;IT;07/03/2022;22/03/2022;12
2022;PANGKALAN SARANA OPERASI DJBC TANJUNG BALAI KARIMUN;32369455;36011011;Pengadaan Jasa Jahit Pakaian Dinas Pegawai Tahun Anggaran 2022;MENOREH MAKMUR;988000;286394;147108;521119;Barang;Jasa Lainnya;1;Tender;0,49;Kepulauan Riau;Peralatan dan Perlengkapan Perkantoran;02/03/2022;21/03/2022;13
2022;KANTOR PUSAT DJKN;31171396;35997011;Pengadaan Perpanjangan Garansi Perangkat Video Conference;PT. Prima Dua Jaya;1370000;1369995;1342601;523121;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;IT;24/02/2022;14/03/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;33599914;35995011;Pengadaan Jasa Sewa Mesin Fotokopi Pada Kantor Pusat Direktorat Jenderal Pajak Untuk Tahun Anggaran 2022;PT. PERDANA JATIPUTRA;4922500;3985795;2813613;522141;Barang;Jasa Lainnya;1;Tender;0,29;DKI Jakarta;Sewa Fotokopi;16/02/2022;24/02/2022;7
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;33695295;35992011;Sosialisasi Perpajakan melalui Talkshow Televisi;PT. ARTISTIKA SOLUSI INDONESIA;1500000;1488839;1259500;522191;Barang;Jasa Lainnya;1;Tender;0,15;DKI Jakarta;Operasional/TUSI;23/02/2022;14/03/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;33695296;35991011;Talkshow Interaktif Melalui Radio;PT. CIPTA KARYA MULTIGUNA;800000;799838;651750;522191;Barang;Jasa Lainnya;1;Tender;0,19;DKI Jakarta;Operasional/TUSI;01/03/2022;21/03/2022;14
2022;KANTOR PUSAT DJKN;31171398;35989011;Pengadaan Perpanjangan Lisensi Software;PT. METROCOM GLOBAL SOLUSI;3010000;3009999;2910936;523199;Barang;Jasa Lainnya;1;Tender;0,03;DKI Jakarta;IT;22/02/2022;09/03/2022;10
2022;BADAN PENGELOLA DANA LINGKUNGAN HIDUP;33277034;35974011;Pengadaan Sewa Kendaraan Roda 4 Dinas Jabatan dan Operasional April-Desember TA 2022;PT. Bumi Daya Plaza;795000;519480;460448;525113;Barang;Jasa Lainnya;1;Tender;0,11;DKI Jakarta;Sewa Kendaraan;15/02/2022;01/03/2022;10
2022;SISTEM PERBENDAHARAAN DAN ANGGARAN NEGARA;33425445;35964011;Pengadaan Jasa Perpanjangan Annual Technical Support (ATS) Dan Advance Customer Services (ACS) Lisensi Oracle Pada Server SPAN Tahun Anggaran 2022;PT. SIGMA CIPTA CARAKA;47374598;41948754;41843103;523121;Barang;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;21/02/2022;09/03/2022;11
2022;KANTOR WILAYAH DJP KEPULAUAN RIAU;33545202;35960011;Pekerjaan Jasa Kebersihan Gedung dan Halaman Kantor Wilayah DJP Kepulauan Riau Tahun Anggaran 2022;PT. KENCANA MAKMUR LESTARI;520000;511862;456629;522191;Barang;Jasa Lainnya;1;Tender;0,11;Kepulauan Riau;Operasional/TUSI;11/02/2022;23/02/2022;9
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30666864;35943011;Pengadaan Jasa Pelaksana Konstruksi Pembangunan Infrastruktur dan Sarana Prasarana Unit K9 (Tahap 2) Kantor Pusat DJBC Tahun Anggaran 2022;PT. Tigamas Mitra Selaras;41099999;41069671;32855737;533111;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;11/02/2022;14/03/2022;20
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32742331;35941011;Pengadaan Jasa Pemeliharaan Server Fujitsu dan Sarana Pendukungnya di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT NUSANTARA COMPNET INTEGRATOR;4391270;4375624;4323589;523121;Barang;Jasa Lainnya;1;Tender;0,01;DKI Jakarta;IT;09/02/2022;23/02/2022;11
2022;KANTOR LAYANAN INFORMASI DAN PENGADUAN;31347242;35920011;Pemeliharaan Perangkat Contact Center Inbound dan Aplikasi Pendukungnya Tahun Anggaran 2022;PT JAYA TEKNIK INDONESIA;700000;580000;571120;523129;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;IT;08/02/2022;21/02/2022;10
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA TARAKAN;30998585;35919011;Konstruksi Fisik Renovasi Rumah Dinas Jabatan KPPN Tarakan;CV. PILAR SINERGI;622237;330640;265000;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Kalimantan Utara;Pekerjaan Konstruksi;07/03/2022;25/03/2022;15
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30886888;35918011;Jasa Konsultansi Konstruksi Perencanaan Pengembangan Data Center Kementerian Keuangan Tahun Anggaran 2022;PT. YODYA KARYA (PERSERO);4000000;2514630;2039950;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;2;Seleksi;0,19;DKI Jakarta;Konsultansi Konstruksi;10/02/2022;21/03/2022;26
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;33136500;35915011;Pengadaan Sepatu Dinas Pegawai DJBC Tahun Anggaran 2022;KARYA CITA LAREINE;6502860;6017204;6013360;521811;Barang;Pengadaan Barang;1;Tender;0;DKI Jakarta;Operasional/TUSI;07/02/2022;18/03/2022;28
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408068;35912011;Pemeliharaan Microsoft Data Center Tahun Anggaran 2022;PT. MITRA INTEGRASI INFORMATIKA;2978292;1943068;1936000;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;11/02/2022;22/02/2022;8
2022;KANTOR PELAYANAN PAJAK PRATAMA JAKARTA GAMBIR TIGA;33276998;35907011;Pekerjaan Jasa Konsultansi Perencanaan Konstruksi Renovasi Atap Bangunan Gedung KPP Pratama Jakarta Gambir Tiga;PT. MATARAM SURYA CIPTA;384000;327730;309263;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,06;DKI Jakarta;Konsultansi Konstruksi;16/02/2022;28/03/2022;27
2022;KANTOR PELAYANAN PAJAK PRATAMA SIDOARJO UTARA;31495782;35903011;Pengadaan Konsultan Pengawas Kegiatan Renovasi Gedung KPP Pratama Sidoarjo Utara Tahun Anggaran 2022;PT.TITIAN CAHAYA CONSULTAN;945000;559771;413653;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;2;Seleksi;0,26;Jawa Timur;Konsultansi Konstruksi;04/02/2022;16/03/2022;27
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31238383;35899011;Upgrade Perangkat Server M8 Tahun Anggaran 2022;PT. METROCOM GLOBAL SOLUSI;9123541;9123514;9004935;532111;Modal;Pengadaan Barang;2;Tender;0,01;DKI Jakarta;IT;08/02/2022;01/03/2022;15
2022;KANTOR PELAYANAN PAJAK PRATAMA BALIKPAPAN TIMUR;33136498;35895011;Pengadaan Jasa Cleaning Service KPP Pratama Balikpapan Timur bulan Maret-Desember 2022;PT. LAJALI EDO JAYA;381000;375590;339799;523111;Barang;Jasa Lainnya;1;Tender;0,1;Kalimantan Timur;Operasional/TUSI;11/02/2022;22/02/2022;8
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408118;35881011;Pemeliharaan UPS di Luar Pulau Jawa Tahun Anggaran 2022;PT. Citra Media Interaktif;13553777;12528907;12517490;523121;Barang;Jasa Lainnya;2;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;21/02/2022;07/03/2022;9
2022;PANGKALAN SARANA OPERASI DJBC TANJUNG BALAI KARIMUN;32369456;35878011;Pengadaan Minyak Pelumas untuk Kapal Patroli;cv Tunisanga;2100000;2067458;1953600;523123;Barang;Pengadaan Barang;1;Tender;0,06;Kepulauan Riau;Pemeliharaan Peralatan/Mesin;15/02/2022;09/03/2022;15
2022;KANTOR PUSAT PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN;32869213;35877011;Jasa pengangkutan dokumen/kemasan untuk kegiatan operasional Tahun Anggaran 2022;PT. TIGA PULUH JUNI;3300000;3109680;2816121;522191;Barang;Jasa Lainnya;1;Tender;0,09;Banten;Operasional/TUSI;03/02/2022;21/02/2022;13
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30940049;35869011;Pemeliharaan Puskodal;PT. Panorama Graha Teknologi;6823576;6822171;6794154;523121;Barang;Jasa Lainnya;3;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;04/02/2022;21/02/2022;12
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN JAMBI;30790452;35856011;Pengadaan Jasa Pengolahan Data dan Dokumen Perpajakan KPDDP Jambi Tahun Anggaran 2022;PT. KENCANA MAKMUR LESTARI;3800205;3396680;3020976;522191;Barang;Jasa Lainnya;1;Tender;0,11;Jambi;Operasional/TUSI;02/02/2022;16/02/2022;11
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31407718;35844011;Jasa Instalasi Local Area Network (LAN);PT.Platinum Network Indonesia;500000;480062;404250;522191;Barang;Jasa Lainnya;1;Tender;0,16;DKI Jakarta;Pemeliharaan Bangunan Gedung;26/01/2022;14/02/2022;13
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;32690750;35842011;Pengadaan Jasa Konsultansi Perencanaan Renovasi Atap Gedung C dan Gedung D Sekretariat BPPK Tahun Anggaran 2022;CV.MARGA JAYA;498000;247647;198779;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,2;DKI Jakarta;Konsultansi Konstruksi;11/02/2022;29/03/2022;31
2022;KANTOR WILAYAH DJP JAWA TIMUR II;32624412;35839011;PAKET PEKERJAAN JASA KONSULTANSI PENGAWASAN KONSTRUKSI FISIK RENOVASI RUMAH DINAS  KANTOR WILAYAH DJP JAWA TIMUR II;PT.TITIAN CAHAYA CONSULTAN;277000;276835;212303;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,23;Jawa Timur;Konsultansi Konstruksi;02/02/2022;07/03/2022;22
2022;KANTOR LAYANAN INFORMASI DAN PENGADUAN;31347240;35834011;Pemeliharaan Perangkat Contact Center Media Sosial Tahun Anggaran 2022;PT Indocyber Global Teknologi;600000;260897;260700;523129;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;03/02/2022;21/02/2022;13
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;32231855;35832011;Jasa Instalasi Konektivitas Jaringan Antar Gedung Kementerian Keuangan Tahun Anggaran 2022;PT. Pradata Integra Media;16863374;16761000;14263560;521111;Barang;Jasa Lainnya;1;Tender;0,15;DKI Jakarta;IT;24/01/2022;14/02/2022;15
2022;LEMBAGA NATIONAL SINGLE WINDOW;32298266;35822011;Pengadaan Jasa Pemeliharaan Lisensi Data Analytic Cloudera Lembaga National Single Window Tahun Anggaran 2022;PT. Nashta Global Utama;1927200;1926945;1925000;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;25/01/2022;09/02/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32051214;35816011;PEMELIHARAAN W5/QL-3 MESIN INDUK MTU DAN  GENERAL OVERHAUL MESIN BANTU MTU   PANGKALAN SARANA OPERASI BEA CUKAI TIPE B PANTOLOAN TAHUN ANGGARAN 2022;PT. Dieselindo Utama Nusa;7505122;7505122;7424640;523121;Barang;Jasa Lainnya;1;Tender;0,01;Sulawesi Tengah;Pemeliharaan Peralatan/Mesin;26/01/2022;15/02/2022;14
2022;LEMBAGA NATIONAL SINGLE WINDOW;32298320;35814011;Pengadaan Jasa Pemeliharaan Lisensi IaaS dan PaaS VMWare Lembaga National Single Window Tahun Anggaran 2022;PT. Nashta Global Utama;4706625;4701919;4698100;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;20/01/2022;07/02/2022;12
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI BANTEN;31513426;35813011;Pekerjaan Fisik Rehabilitasi Rumah Dinas Ciwaru Nomor 14 dan 16;CV. GOLDEN PERKASA;534089;283623;269441;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,05;Banten;Pekerjaan Konstruksi;10/02/2022;01/03/2022;13
2022;DIREKTORAT JENDERAL ANGGARAN;31595576;35811011;Pengadaan Jasa Sewa Mesin Fotokopi DJA Tahun Anggaran 2022;PT. AVANT SOLUSI SERVISPRO;1195000;768995;695451;522141;Barang;Jasa Lainnya;2;Tender;0,1;DKI Jakarta;Sewa Fotokopi;07/02/2022;01/03/2022;16
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;31133341;35807011;Pengadaan Jasa Pemeliharaan Perangkat Lunak VMware PaaS dan IaaS dan Sarana Pendukungnya di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT. MITRA INTEGRASI INFORMATIKA;9011426;8925561;8904500;523121;Barang;Jasa Lainnya;2;Tender;0;DKI Jakarta;IT;27/01/2022;14/02/2022;12
2022;KANTOR PUSAT DJKN;31133196;35805011;Pengadaan Sewa Printer KP DJKN TA 2022;PT. GALVA TECHNOLOGIES Tbk;900000;705999;705999;522141;Barang;Jasa Lainnya;1;Tender; -   ;DKI Jakarta;Sewa operasional lain;03/02/2022;19/02/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;31133340;35796011;Pengadaan Jasa Pemeliharaan Perangkat Storage Hitachi di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT. Nashta Global Utama;5184995;5183058;5171969;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;31/01/2022;14/02/2022;10
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30666854;35789011;Pengadaan Bahan Pakaian Dinas Harian dan Pakaian Dinas Upacara Tahun Anggaran 2022;CV ORBIT MITRA SEJATI;8018560;5848832;5499789;521811;Barang;Pengadaan Barang;1;Tender;0,06;DKI Jakarta;Peralatan dan Perlengkapan Perkantoran;26/01/2022;02/03/2022;24
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32051213;35780011;PEMELIHARAAN W6/QL-4 DAN W5/QL-3 MESIN INDUK MTU  PANGKALAN SARANA OPERASI BEA CUKAI TIPE A TANJUNG BALAI KARIMUN TAHUN ANGGARAN 2022;ANTAKESUMA INTI RAHARJA;54085349;54085349;51991957;523121;Barang;Jasa Lainnya;1;Tender;0,04;Kepulauan Riau;Pemeliharaan Peralatan/Mesin;26/01/2022;15/02/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408069;35778011;Pemeliharaan Perangkat Network Performance Monitoring and Diagnostic (NPMD) Tahun Anggaran 2022;PT. ARJUNA SINATRIA AMARTA;3285564;2311584;2233000;523121;Barang;Jasa Lainnya;1;Tender;0,03;DKI Jakarta;Pemeliharaan Peralatan/Mesin;19/01/2022;02/02/2022;10
2022;SEKRETARIAT JENDERAL;31790706;35776011;PENGADAAN JASA  PELAKSANAAN ASSESMENT CENTER UNTUK SELEKSI CALON ANGGOTA DEWAN KOMISIONER OTORITAS JASA KEUANGAN;PT. ARA INDONESIA;1560000;1165560;660000;522191;Barang;Jasa Lainnya;1;Tender;0,43;DKI Jakarta;Operasional/TUSI;13/01/2022;02/02/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408121;35775011;Pemeliharaan Fire Suppression System Data Center KPDJP Tahun Anggaran 2022;PT.Platinum Network Indonesia;2302308;2293378;2063160;523121;Barang;Jasa Lainnya;1;Tender;0,1;DKI Jakarta;Pemeliharaan Peralatan/Mesin;20/01/2022;02/02/2022;9
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408119;35774011;Pemeliharaan UPS Kantor Pusat DJP Tahun Anggaran 2022;PT. SURYA TEHNIK INTIPRATAMA;15302188;12499361;12494545;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;18/01/2022;02/02/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408117;35772011;Pemeliharaan UPS di Pulau Jawa Tahun Anggaran 2022;PT. SURYA TEHNIK INTIPRATAMA;18301120;17120543;17087172;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;18/01/2022;07/02/2022;14
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30886889;35767011;Jasa Konsultansi Konstruksi Manajemen Konstruksi Pengembangan Data Center Kementerian Keuangan Tahun Anggaran 2022;PT. Ciriajasa Cipta Mandiri;3000000;2883652;2318458;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,2;DKI Jakarta;Konsultansi Konstruksi;19/01/2022;08/03/2022;32
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408045;35759011;Pemeliharaan Perangkat Server Tahun Anggaran 2022;PT. Kemala Inti Solusi;10861752;7830052;7817052;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;18/01/2022;07/02/2022;14
2022;LEMBAGA PENGELOLA DANA PENDIDIKAN;30939995;35747011;Pengadaan Jasa Call Center LPDP 2022;PT. VADS Indonesia;1675850;1619970;1302793;525113;Barang;Jasa Lainnya;2;Tender;0,2;DKI Jakarta;Operasional/TUSI;11/01/2022;26/01/2022;12
2022;KANTOR PELAYANAN PAJAK PRATAMA BEKASI UTARA;31697558;35725011;Pengadaan Peralatan Fasilitas Perkantoran KPP Pratama Bekasi Utara Tahun Anggaran 2022;CV. SEMBILAN BENUA;2200000;2183294;1806393;532111;Modal;Pengadaan Barang;1;Tender;0,17;Jawa Barat;Peralatan dan Perlengkapan Perkantoran;07/01/2022;25/01/2022;13
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN MAKASSAR;31697488;35724011;PENGADAAN JASA PEMELIHARAAN HALAMAN GEDUNG/BANGUNAN KPDDP MAKASSAR TA 2022;PT ABHIPRAYA PRADANA PERKASA;350319;324368;303848;523111;Barang;Jasa Lainnya;1;Tender;0,06;Sulawesi Selatan;Pemeliharaan Peralatan/Mesin;11/01/2022;31/01/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31653476;35712011;Pengadaan Jasa Konsultansi Perencanaan Renovasi Rumah Negara di Wilayah DKI Jakarta Paket B Tahun Anggaran 2022;PT. SYAPRIL JANIZAR;263363;263359;246675;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,06;DKI Jakarta;Konsultansi Konstruksi;11/01/2022;21/02/2022;29
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31653478;35709011;Pengadaan Jasa Konsultansi Perencanaan Renovasi Rumah Negara di Wilayah DKI Jakarta Paket A Tahun Anggaran 2022;CV Contoh Karya Mandiri;271158;257551;256583;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DKI Jakarta;Konsultansi Konstruksi;10/01/2022;21/02/2022;30
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI LAMPUNG;30848967;35707011;Pengadaan Jasa Konsultansi Perencanaan Rehabilitasi Gedung Kanwil Ditjen Perbendaharaan Provinsi Lampung;VIANDRA WASTHU BHUMI;328080;294168;265155;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,1;Lampung;Konsultansi Konstruksi;10/01/2022;15/02/2022;26
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN MAKASSAR;30998523;35697011;Pengadaan Jasa Pengolahan Data dan Dokumen Perpajakan KPDDP Makassar TA 2022;PT. RIZTECH MULTI PRIMA CEMERLANG;4792662;3994866;3814005;522191;Barang;Jasa Lainnya;1;Tender;0,05;Sulawesi Selatan;Operasional/TUSI;13/01/2022;22/01/2022;7
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30849133;35692011;Pengadaan Jasa Pemeliharaan Perangkat Lunak DATABASE ORACLE dan Perpanjangan ATS DATABASE ORACLE di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT. Sisindokom Lintasbuana;19696041;19052078;18708470;523121;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;IT;06/01/2022;25/01/2022;14
2022;KANTOR WILAYAH DJP KALIMANTAN TIMUR;31595857;35689011;Pengadaan Jasa kebersihan Gedung dan Halaman Kantor Wilayah DJP Kalimantan Timur dan Utara Tahun Anggaran 2022;PT.GUNA ADI GRAHA;1183680;755373;705698;523111;Barang;Jasa Lainnya;1;Tender;0,07;Kalimantan Timur;Operasional/TUSI;06/01/2022;24/01/2022;13
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30515950;35688011;ATS Software Anti Virus McAfee TA 2022;PT. CLARUS INNOVACE TEKNOLOGI;1845941;1845916;1841604;523199;Barang;Jasa Lainnya;4;Tender;0;DKI Jakarta;IT;13/01/2022;31/01/2022;13
2022;KANTOR WILAYAH DJP SUMATERA BARAT DAN JAMBI;31238585;35686011;Pengadaan Jasa Petugas Kebersihan dan Pramubakti dan Satuan Pengamanan (Satpam) di Kanwil DJP Sumatera Barat dan Jambi T.A. 2022;PT. CITRA NUSA MUTIARA;1247964;1247964;1172295;521111;Barang;Jasa Lainnya;1;Tender;0,06;Sumatera Barat;Operasional/TUSI;12/01/2022;31/01/2022;14
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30790409;35684011;Pengadaan Pemeliharaan Perangkat TIK Huawei pada DC dan DRC Kementerian Keuangan TA 2022 (Tender Ulang);PT.Multipolar Technology Tbk;427460;423388;420000;523121;Barang;Jasa Lainnya;1;Tender;0,01;DKI Jakarta;IT;04/01/2022;24/01/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;31133342;35682011;Pengadaan Jasa Pemeliharaan Server IBM dan Komputer Merk Lenovo dan Sarana Pendukungnya di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;P.T. Mitra Infosarana;12070233;12014995;11960938;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;03/01/2022;20/01/2022;14
2022;KANTOR PELAYANAN PAJAK PRATAMA SIDOARJO SELATAN;31405942;35670011;Pengadaan Jasa Layanan Kebersihan pada KPP Pratama Sidoarjo Selatan Tahun 2022;PT ABHIPRAYA PRADANA PERKASA;354000;330498;317769;521111;Barang;Jasa Lainnya;1;Tender;0,04;Jawa Timur;Operasional/TUSI;14/01/2022;26/01/2022;9
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;27741792;35662011;,Pemeliharaan Perangkat Lunak dan Appliance Network Packet Brokers IXIA;PT. LANGIT KREASI SOLUSINDO;691020;642235;641362;523199;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;07/01/2022;26/01/2022;14
2022;LEMBAGA MANAJEMEN ASET NEGARA;30831625;35660011;Pengadaan Sewa Kendaraan Operasional LMAN;PT Adi Sarana Armada Tbk;401400;367950;363000;525113;Barang;Jasa Lainnya;1;Tender;0,01;DKI Jakarta;Sewa Kendaraan;03/01/2022;21/01/2022;15
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA RUTENG;31406752;35654011;Pekerjaan Jasa Konsultan Pengawasan Rekonstruksi Gedung KPPN Ruteng;PT. MITRA TRI SAKTI;268000;267538;265265;533111;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,01;Nusa Tenggara Timur;Konsultansi Konstruksi;03/01/2022;21/02/2022;35
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31032425;35653011;Pekerjaan Jasa Konsultansi Perencanaan Renovasi Interior Gedung Prijadi Praptosuhardjo I Lantai 2 dan Gedung Prijadi Praptosuhardjo II Lantai 1;PT. DARMASRAYA MITRA AMERTA;250000;248606;246614;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,01;DKI Jakarta;Konsultansi Konstruksi;06/01/2022;17/02/2022;30
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31032427;35652011;Pekerjaan Jasa Konsultansi Perencanaan Renovasi Interior Direktorat SITP Pada Gedung Prijadi Praptosuhardjo IIIB Lantai 2 dan 3;PT. TIRAMATSI UTAMA;350000;348279;348135;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DKI Jakarta;Konsultansi Konstruksi;03/01/2022;21/02/2022;35
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31032426;35651011;Pekerjaan Jasa Konsultansi Perencanaan Renovasi Interior KPPN Jakarta II Pada Gedung Prijadi Praptosuhardjo IIIB Lantai 1;PT. TIRAMATSI UTAMA;200000;199436;199434;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DKI Jakarta;Konsultansi Konstruksi;03/01/2022;14/02/2022;30
